ID,Status Bancario,Duracion del Credito,Historial Crediticio,Proposito del Credito,Monto Solicitado,Ahorro,Antiguedad Empleo,Tasa de pago,Sexo y Estado Civil,Deudores o Avales,Tiempo de Residencia,Propiedad,Edad,Otros pagos,Alojamiento,Credito Otorgados,Tipo de Empleo,Personas Responsables,Telefono,Extranjero
145,no checking account,21,critical account,furniture/equipment,2288,... <100 DM,... < 1 year,4,divorced/separated/married,none,4,building society savings agreement,23,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
146,0 <= ... <200 DM,48,all credits at this bank paid back duly,business,3566,100 <= ... <500 DM,4<= ... < 7 years,4,single,none,2,"car or other, not in attribute 6",30,none,own,1,skilled employee / official,1,none,yes
147,... <0 DM,6,critical account,car (new),860,... <100 DM,.. >= 7 years,1,divorced/separated/married,none,4,unknown / no property,39,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
148,no checking account,12,critical account,car (new),682,100 <= ... <500 DM,4<= ... < 7 years,4,divorced/separated/married,none,3,"car or other, not in attribute 6",51,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
149,... <0 DM,36,critical account,furniture/equipment,5371,... <100 DM,1<= ... < 4 years,3,single,guarantor,2,building society savings agreement,28,none,own,2,skilled employee / official,1,none,yes
150,no checking account,18,critical account,radio/television,1582,.. >= 1000 DM,.. >= 7 years,4,single,none,4,"car or other, not in attribute 6",46,none,own,2,skilled employee / official,1,none,yes
151,no checking account,6,existing credits paid back duly till now,radio/television,1346,100 <= ... <500 DM,.. >= 7 years,2,single,none,4,unknown / no property,42,bank,for free,1,skilled employee / official,2,"yes, registered under the customers name",yes
152,no checking account,10,existing credits paid back duly till now,radio/television,1924,... <100 DM,1<= ... < 4 years,1,single,none,4,building society savings agreement,38,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no
153,... >= 200 DM ,36,existing credits paid back duly till now,radio/television,5848,... <100 DM,1<= ... < 4 years,4,single,none,1,"car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,none,yes
154,0 <= ... <200 DM,24,critical account,car (used),7758,.. >= 1000 DM,.. >= 7 years,2,divorced/separated/married,none,4,unknown / no property,29,none,rent,1,skilled employee / official,1,none,yes
155,0 <= ... <200 DM,24,delay in paying off in the past,business,6967,100 <= ... <500 DM,4<= ... < 7 years,4,single,none,4,"car or other, not in attribute 6",36,none,rent,1,management/ self-employed,1,"yes, registered under the customers name",yes
156,... <0 DM,12,existing credits paid back duly till now,furniture/equipment,1282,... <100 DM,1<= ... < 4 years,2,divorced/separated/married,none,4,"car or other, not in attribute 6",20,none,rent,1,skilled employee / official,1,none,yes
157,... <0 DM,9,critical account,repairs,1288,100 <= ... <500 DM,.. >= 7 years,3,single,guarantor,4,real estate,48,none,own,2,skilled employee / official,2,none,no
158,... <0 DM,12,all credits at this bank paid back duly,retraining,339,... <100 DM,.. >= 7 years,4,married/widowed,none,1,"car or other, not in attribute 6",45,bank,own,1,unskilled - resident,1,none,yes
159,0 <= ... <200 DM,24,existing credits paid back duly till now,car (new),3512,100 <= ... <500 DM,4<= ... < 7 years,2,single,none,3,"car or other, not in attribute 6",38,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
160,no checking account,6,critical account,radio/television,1898,unknown/ no savings account,1<= ... < 4 years,1,single,none,2,real estate,34,none,own,2,unskilled - resident,2,none,yes
161,no checking account,24,critical account,radio/television,2872,100 <= ... <500 DM,.. >= 7 years,3,single,none,4,real estate,36,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes
162,no checking account,18,critical account,car (new),1055,... <100 DM,... < 1 year,4,divorced/separated/married,none,1,building society savings agreement,30,none,own,2,skilled employee / official,1,none,yes
163,no checking account,15,existing credits paid back duly till now,domestic appliances,1262,500 <= ... < 1000 DM,4<= ... < 7 years,4,single,none,3,building society savings agreement,36,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
164,0 <= ... <200 DM,10,existing credits paid back duly till now,car (new),7308,... <100 DM,unemployed,2,single,none,4,unknown / no property,70,bank,for free,1,management/ self-employed,1,"yes, registered under the customers name",yes
165,no checking account,36,existing credits paid back duly till now,car (new),909,500 <= ... < 1000 DM,.. >= 7 years,4,single,none,4,building society savings agreement,36,none,own,1,skilled employee / official,1,none,yes
166,no checking account,6,existing credits paid back duly till now,furniture/equipment,2978,500 <= ... < 1000 DM,1<= ... < 4 years,1,single,none,2,"car or other, not in attribute 6",32,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
167,... <0 DM,18,existing credits paid back duly till now,furniture/equipment,1131,... <100 DM,unemployed,4,divorced/separated/married,none,2,"car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,none,yes
168,0 <= ... <200 DM,11,existing credits paid back duly till now,furniture/equipment,1577,.. >= 1000 DM,... < 1 year,4,divorced/separated/married,none,1,real estate,20,none,own,1,skilled employee / official,1,none,yes
169,no checking account,24,existing credits paid back duly till now,furniture/equipment,3972,... <100 DM,4<= ... < 7 years,2,divorced/separated/married,none,4,building society savings agreement,25,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes
170,0 <= ... <200 DM,24,critical account,business,1935,... <100 DM,.. >= 7 years,4,divorced/separated,none,4,real estate,31,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
171,... <0 DM,15,no credits taken,car (new),950,... <100 DM,.. >= 7 years,4,single,none,3,"car or other, not in attribute 6",33,none,rent,2,skilled employee / official,2,none,yes
172,no checking account,12,existing credits paid back duly till now,furniture/equipment,763,... <100 DM,1<= ... < 4 years,4,divorced/separated/married,none,1,real estate,26,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
173,0 <= ... <200 DM,24,delay in paying off in the past,furniture/equipment,2064,... <100 DM,unemployed,3,divorced/separated/married,none,2,building society savings agreement,34,none,own,1,management/ self-employed,1,"yes, registered under the customers name",yes
174,0 <= ... <200 DM,8,existing credits paid back duly till now,radio/television,1414,... <100 DM,1<= ... < 4 years,4,single,guarantor,2,real estate,33,none,own,1,skilled employee / official,1,none,no
175,... <0 DM,21,delay in paying off in the past,education,3414,... <100 DM,... < 1 year,2,single,none,1,building society savings agreement,26,none,own,2,skilled employee / official,1,none,yes
176,no checking account,30,all credits at this bank paid back duly,car (used),7485,unknown/ no savings account,unemployed,4,divorced/separated/married,none,1,real estate,53,bank,own,1,management/ self-employed,1,"yes, registered under the customers name",yes
177,... <0 DM,12,existing credits paid back duly till now,furniture/equipment,2577,... <100 DM,1<= ... < 4 years,2,divorced/separated,none,1,"car or other, not in attribute 6",42,none,own,1,skilled employee / official,1,none,yes
178,... <0 DM,6,critical account,radio/television,338,500 <= ... < 1000 DM,.. >= 7 years,4,single,none,4,"car or other, not in attribute 6",52,none,own,2,skilled employee / official,1,none,yes
179,no checking account,12,existing credits paid back duly till now,radio/television,1963,... <100 DM,4<= ... < 7 years,4,single,none,2,"car or other, not in attribute 6",31,none,rent,2,management/ self-employed,2,"yes, registered under the customers name",yes
180,... <0 DM,21,critical account,car (new),571,... <100 DM,.. >= 7 years,4,single,none,4,real estate,65,none,own,2,skilled employee / official,1,none,yes
181,no checking account,36,delay in paying off in the past,business,9572,... <100 DM,... < 1 year,1,divorced/separated,none,1,"car or other, not in attribute 6",28,none,own,2,skilled employee / official,1,none,yes
182,0 <= ... <200 DM,36,delay in paying off in the past,business,4455,... <100 DM,1<= ... < 4 years,2,divorced/separated,none,2,real estate,30,stores,own,2,management/ self-employed,1,"yes, registered under the customers name",yes
183,... <0 DM,21,all credits at this bank paid back duly,car (new),1647,unknown/ no savings account,1<= ... < 4 years,4,single,none,2,building society savings agreement,40,none,own,2,unskilled - resident,2,none,yes
184,no checking account,24,critical account,furniture/equipment,3777,.. >= 1000 DM,1<= ... < 4 years,4,single,none,4,real estate,50,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
185,0 <= ... <200 DM,18,critical account,car (new),884,... <100 DM,.. >= 7 years,4,single,none,4,"car or other, not in attribute 6",36,bank,own,1,skilled employee / official,2,"yes, registered under the customers name",yes
186,no checking account,15,critical account,radio/television,1360,... <100 DM,1<= ... < 4 years,4,single,none,2,building society savings agreement,31,none,own,2,skilled employee / official,1,none,yes
187,0 <= ... <200 DM,9,all credits at this bank paid back duly,car (used),5129,... <100 DM,.. >= 7 years,2,divorced/separated/married,none,4,unknown / no property,74,bank,for free,1,management/ self-employed,2,"yes, registered under the customers name",yes
188,0 <= ... <200 DM,16,critical account,car (new),1175,... <100 DM,unemployed,2,single,none,3,"car or other, not in attribute 6",68,none,for free,3,unemployed/ unskilled- non-resident,1,"yes, registered under the customers name",yes
189,... <0 DM,12,existing credits paid back duly till now,radio/television,674,100 <= ... <500 DM,4<= ... < 7 years,4,married/widowed,none,1,building society savings agreement,20,none,own,1,skilled employee / official,1,none,yes
190,0 <= ... <200 DM,18,no credits taken,furniture/equipment,3244,... <100 DM,1<= ... < 4 years,1,divorced/separated/married,none,4,"car or other, not in attribute 6",33,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
191,no checking account,24,existing credits paid back duly till now,business,4591,.. >= 1000 DM,1<= ... < 4 years,2,single,none,3,building society savings agreement,54,none,own,3,management/ self-employed,1,"yes, registered under the customers name",yes
192,0 <= ... <200 DM,48,no credits taken,business,3844,100 <= ... <500 DM,4<= ... < 7 years,4,single,none,4,unknown / no property,34,none,for free,1,unskilled - resident,2,none,yes
193,0 <= ... <200 DM,27,existing credits paid back duly till now,business,3915,... <100 DM,1<= ... < 4 years,4,single,none,2,"car or other, not in attribute 6",36,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes
194,no checking account,6,existing credits paid back duly till now,radio/television,2108,... <100 DM,4<= ... < 7 years,2,married/widowed,none,2,real estate,29,none,rent,1,skilled employee / official,1,none,yes
195,0 <= ... <200 DM,45,existing credits paid back duly till now,radio/television,3031,100 <= ... <500 DM,1<= ... < 4 years,4,single,guarantor,4,building society savings agreement,21,none,rent,1,skilled employee / official,1,none,yes
196,0 <= ... <200 DM,9,critical account,education,1501,... <100 DM,.. >= 7 years,2,divorced/separated/married,none,3,"car or other, not in attribute 6",34,none,own,2,management/ self-employed,1,"yes, registered under the customers name",yes
197,no checking account,6,critical account,radio/television,1382,... <100 DM,1<= ... < 4 years,1,divorced/separated/married,none,1,"car or other, not in attribute 6",28,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
198,0 <= ... <200 DM,12,existing credits paid back duly till now,furniture/equipment,951,100 <= ... <500 DM,... < 1 year,4,divorced/separated/married,none,4,"car or other, not in attribute 6",27,bank,rent,4,skilled employee / official,1,none,yes
199,0 <= ... <200 DM,24,existing credits paid back duly till now,car (used),2760,unknown/ no savings account,.. >= 7 years,4,single,none,4,unknown / no property,36,bank,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes
